S/N	LINE ITEM	Unit	Tier 4 	Tier 3 	Tier 2	Tier 1 	Tier 0
589	NORETHISTERONE INJECTION - 200MG (NORISTERAT)	Vial/200mg	 1,764.00 	 2,016.00 	 2,394.00 	 2,772.00 	 3,780.00 
590	NORMAL SALINE DROP - (30ML)	Tube/30ml	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
591	NORMAL SALINE INFUSION - 500ML(PLUS INFUSION SET)	Bag/1000ml	 1,146.60 	 1,310.40 	 1,556.10 	 1,801.80 	 2,457.00 
592	NYSTATIN CREAM	Tube/15g	 1,764.00 	 2,016.00 	 2,394.00 	 2,772.00 	 3,780.00 
593	NYSTATIN ORAL DROP - MYCOSTATINE	Tube/15ml	 676.20 	 772.80 	 917.70 	 1,062.60 	 1,449.00 
594	NYSTATIN ORAL TABLET	Tab/100,000	 38.22 	 43.68 	 51.87 	 60.06 	 81.90 
595	NYSTATIN PESSARY	Pess/100,000	 470.40 	 537.60 	 638.40 	 739.20 	 1,008.00 
596	NYSTATIN SYRUP	Blt/100ml	 1,470.00 	 1,680.00 	 1,995.00 	 2,310.00 	 3,150.00 
597	OFLOXACIN EYE/EAR DROP - (OFLOXALAB)	Tube/10ml	 840.00 	 960.00 	 1,140.00 	 1,320.00 	 1,800.00 
598	OFLOXACIN TABLET - 200MG	Tab/200mg	 411.60 	 470.40 	 558.60 	 646.80 	 882.00 
599	OFLOXACIN TABLET - 400MG 	Tab/400mg	 411.60 	 470.40 	 558.60 	 646.80 	 882.00 
600	OLANZAPINE TABLET - 10MG	Tab/10mg	 151.70 	 173.38 	 205.88 	 238.39 	 325.08 
601	OLANZAPINE TABLET - 5MG	Tab/5mg	 114.66 	 131.04 	 155.61 	 180.18 	 245.70 
602	OLMESARTAN TABLET - 20MG	Tab/50mg	 294.00 	 336.00 	 399.00 	 462.00 	 630.00 
603	OMEGA H3  CAPSULE	Cap	 191.10 	 218.40 	 259.35 	 300.30 	 409.50 
604	OMEPRAZOLE CAPSULE - 20MG	Cap/20mg	 147.00 	 168.00 	 199.50 	 231.00 	 315.00 
605	OMEPRAZOLE INJECTION - 40MG	Vial/40mg	 1,470.00 	 1,680.00 	 1,995.00 	 2,310.00 	 3,150.00 
606	ONDERSETRON  INJECTION -  8MG	Vial/1	 882.00 	 1,008.00 	 1,197.00 	 1,386.00 	 1,890.00 
607	OPV(ORAL POLIO VACCINE)VACCINE	Dose/1	 1,764.00 	 2,016.00 	 2,394.00 	 2,772.00 	 3,780.00 
608	ORPHANEDRINE + PARACETAMOL TABLET  (NORGESIC)	Tab/1	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
609	ORPHENADRINE CITRATE TABLET - 100MG (NORFLEX)	Tab/100mg	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
610	ORS SATCHET- 100ML	satchet	 117.60 	 134.40 	 159.60 	 184.80 	 252.00 
611	OXYTOCIN INJECTION - 10IU	Amp/10iu	 588.00 	 672.00 	 798.00 	 924.00 	 1,260.00 
612	PANTOPRAZOLE TABLET - 20MG(ULCOSTOP)	Tab/20mg	 147.00 	 168.00 	 199.50 	 231.00 	 315.00 
613	"PARACETAMOL + CODEINE -  500MG/30MG(COCODAMOL)

"	Tab/530mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
614	PARACETAMOL INFUSION - 1000MG/100ML	Tube/100ml	 1,911.00 	 2,184.00 	 2,593.50 	 3,003.00 	 4,095.00 
615	PARACETAMOL INJECTION - 150MG/ML	Vial/150mg	 588.00 	 672.00 	 798.00 	 924.00 	 1,260.00 
616	PARACETAMOL ORAL DROP - 125MG/5ML	Tube/15ml	 705.60 	 806.40 	 957.60 	 1,108.80 	 1,512.00 
617	PARACETAMOL SUPPOSITORY - 125MG	Supp/125mg	 882.00 	 1,008.00 	 1,197.00 	 1,386.00 	 1,890.00 
618	PARACETAMOL SYRUP - 125MG/5ML	Blt/100ml	 882.00 	 1,008.00 	 1,197.00 	 1,386.00 	 1,890.00 
619	PARACETAMOL TABLET - 500MG	Tab/500mg	 35.28 	 40.32 	 47.88 	 55.44 	 75.60 
620	PARACETAMOL TABLET - 500MG (PANADOL)	Tab/500mg	 44.10 	 50.40 	 59.85 	 69.30 	 94.50 
621	PARAFFIN CREAM  - (E45 CREAM)	Tube/50g	 2,646.00 	 3,024.00 	 3,591.00 	 4,158.00 	 5,670.00 
622	PARAFFIN SOLUTION - (LIQUID PARAFFIN)	Blt/200ml	 1,764.00 	 2,016.00 	 2,394.00 	 2,772.00 	 3,780.00 
623	PARALDAHYDE INJECTION - 5ML (KAMALA)	Vial/5ml	 558.60 	 638.40 	 758.10 	 877.80 	 1,197.00 
624	PAROXETINE TABLET - 20MG (SEROXAT)	Tab/20mg	 205.80 	 235.20 	 279.30 	 323.40 	 441.00 
625	PENICILLIN EYE  DROP	Tube/10ml	 369.60 	 422.40 	 501.60 	 580.80 	 792.00 
626	PENICILLIN EYE OINTMENT - 	Tube/15g	 1,108.80 	 1,267.20 	 1,504.80 	 1,742.40 	 2,376.00 
627	PENICILLIN SKIN OINTMENT - 	Tube/20g	 441.00 	 504.00 	 598.50 	 693.00 	 945.00 
628	PENTAVALENT VACCINE	Dose/1	 2,058.00 	 2,352.00 	 2,793.00 	 3,234.00 	 4,410.00 
629	PENTAZOCINE INJECTION - 30MG/2ML	Vial/30mg	 1,470.00 	 1,680.00 	 1,995.00 	 2,310.00 	 3,150.00 
630	PERIDOPRIL TABLET - 10MG(COVERSYL)	Tab/10mg	 823.20 	 940.80 	 1,117.20 	 1,293.60 	 1,764.00 
631	PERINDOPRIL ARGININE - 10 + INDAPAMIDE - 2.5   TABLET - 12.5MG(COVERSYL PLUS)	Tab/12.5	 882.00 	 1,008.00 	 1,197.00 	 1,386.00 	 1,890.00 
632	PETHIDINE INJECTION - 100MG	Vial/100mg	 8,232.00 	 9,408.00 	 11,172.00 	 12,936.00 	 17,640.00 
633	PHENOBABITONE INJECTION	Vial/30mg	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
634	PHENOBABITONE SYRUP - 15MG/5ML	Blt/60ml	 499.80 	 571.20 	 678.30 	 785.40 	 1,071.00 
635	PHENOBABITONE TABLET	Tab/30mg	 26.46 	 30.24 	 35.91 	 41.58 	 56.70 
636	PHENYTOIN NA CAPSULE - 100MG	Cap/100mg	 49.98 	 57.12 	 67.83 	 78.54 	 107.10 
637	PILOCARPINE HCL  EYE DROP - (PILOPINE)	Tube/10ml	 1,058.40 	 1,209.60 	 1,436.40 	 1,663.20 	 2,268.00 
638	PIOGLITAZONE TABLET - 30MG	Tab/30mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
639	PIROXICAM CAPSULE - 20MG	Cap/20mg	 29.40 	 33.60 	 39.90 	 46.20 	 63.00 
640	PIROXICAM CAPSULE - 20MG (FELDENE)	Cap/20mg	 161.70 	 184.80 	 219.45 	 254.10 	 346.50 
641	PIROXICAM GEL - 15G (FELDENE)	Tube/15mg	 882.00 	 1,008.00 	 1,197.00 	 1,386.00 	 1,890.00 
642	PIROXICAM INJECTION - 20MG/2ML	Vial/20mg	 617.40 	 705.60 	 837.90 	 970.20 	 1,323.00 
643	PIROXICAM INJECTION - 20MG/2ML (FELDENE)	Vial/20mg	 735.00 	 840.00 	 997.50 	 1,155.00 	 1,575.00 
644	PLASTER	PCS	 558.60 	 638.40 	 758.10 	 877.80 	 1,197.00 
645	PNEUMMOCOCAL VACCINE - (SYNFLORIX)	Dose/1	 6,468.00 	 7,392.00 	 8,778.00 	 10,164.00 	 13,860.00 
646	PNEUMOCOCCAL VACCINE - (PREVENAR-13)	Dose/1	 29,400.00 	 33,600.00 	 39,900.00 	 46,200.00 	 63,000.00 
647	PODOPHYLLINE PAINT	Tube/2ml	 3,822.00 	 4,368.00 	 5,187.00 	 6,006.00 	 8,190.00 
648	POLYMYXIN B+NEOMYCIN N +DEXEMETHASONE EYE DROP - (MAXISPORIN)	Per pkt	 1,755.60 	 2,006.40 	 2,382.60 	 2,758.80 	 3,762.00 
649	POTASSIUM & SODIUM IODIDE : VITREOLENT GUTT (KNAI)	Tube/10ml	 1,323.00 	 1,512.00 	 1,795.50 	 2,079.00 	 2,835.00 
650	POTASSIUM CHLORIDE INJECTION - 10%(1GM)/10ML	Vial/10ml	 1,087.80 	 1,243.20 	 1,476.30 	 1,709.40 	 2,331.00 
651	POTASSIUM CHLORIDE TABLET - (SLOW K)	600MG tab	 94.08 	 107.52 	 127.68 	 147.84 	 201.60 
652	POVIDONE IODINE(5%)	Tube/5ml	 676.20 	 772.80 	 917.70 	 1,062.60 	 1,449.00 
653	PREDNISOLONE EYE DROP	Blt/1	 1,400.00 	 1,600.00 	 1,900.00 	 2,200.00 	 3,000.00 
654	PREDNISOLONE TABLET - 5MG	Tab/5mg	 44.10 	 50.40 	 59.85 	 69.30 	 94.50 
655	PREGABALINE CAPSULE - (75MG) LYRICA	Cap/75mg	 244.02 	 278.88 	 331.17 	 383.46 	 522.90 
656	PREGABALINE CAPSULE - 75MG	Cap/75mg	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
657	PREGABALINE-75 + METHYLCOBALAMINE (NEUROCALM)	Tab/1	 352.80 	 403.20 	 478.80 	 554.40 	 756.00 
658	PREMARIN TABLET - (0.625MG)	Tab/0.625mg	 147.00 	 168.00 	 199.50 	 231.00 	 315.00 
659	PRIMROSE OIL CAP	BTL	 141.12 	 161.28 	 191.52 	 221.76 	 302.40 
660	PROCANINE INJECTION - (PROCPEN)	Vial/1	 382.20 	 436.80 	 518.70 	 600.60 	 819.00 
661	PROCHLOPERALINE TABLET - 5MG (STEMETIL)	Tab/5mg	 47.04 	 53.76 	 63.84 	 73.92 	 100.80 
662	PROGESTENONE INJECTION - 25MG (GESTROL)	Amp/25mg	 441.00 	 504.00 	 598.50 	 693.00 	 945.00 
663	PROGESTERONE  PESSARY - 200MG(CYCLOGEST)	Pess/200mg	 499.80 	 571.20 	 678.30 	 785.40 	 1,071.00 
664	PROGESTERONE  PESSARY - 400MG(CYCLOGEST) 	Pass/400mg	 793.80 	 907.20 	 1,077.30 	 1,247.40 	 1,701.00 
665	PROGESTERONE  TABLET  - 100MG	Tab/100mg	 470.40 	 537.60 	 638.40 	 739.20 	 1,008.00 
666	PROGUANIL TABLET - 100MG	Tab/100mg	 117.60 	 134.40 	 159.60 	 184.80 	 252.00 
667	PROGUANIL TABLET - 100MG (PALUDRINE)	Tab/100mg	 147.00 	 168.00 	 199.50 	 231.00 	 315.00 
668	PROMETHAZIN INJECTION - 50MG/2ML (PHERNEGAN)	Amp/50mg	 335.16 	 383.04 	 454.86 	 526.68 	 718.20 
669	PROMETHAZIN SYRUP - (PHERNEGAN)	Blt/60ml	 470.40 	 537.60 	 638.40 	 739.20 	 1,008.00 
670	PROMETHAZIN TABLET - 25MG	Tab/25mg	 17.64 	 20.16 	 23.94 	 27.72 	 37.80 
671	PROMETHAZIN TABLET - 25MG (AVOMINE)	Tab/25mg	 32.34 	 36.96 	 43.89 	 50.82 	 69.30 
672	PROPANONOL TABLET - 40MG (INDERAL)	Tab/40mg	 147.00 	 168.00 	 199.50 	 231.00 	 315.00 
673	PROPYPHENAZONE + CAFFINE  TABLET -  200MG (OPTALIDON)	Tab/200mg	 29.40 	 33.60 	 39.90 	 46.20 	 63.00 
674	PSEUDOEPHREDINE COMPOUND - (PROCOLD TABLET)	Satchet/2tab	 88.20 	 100.80 	 119.70 	 138.60 	 189.00 
675	PURIT SOLUTION - (4 LITRE)	Tube/15ml	 2,352.00 	 2,688.00 	 3,192.00 	 3,696.00 	 5,040.00 
676	PYRANTEL SYRUP - 500MG/10ML (COMBANTRIN)	Blt/15ml	 676.20 	 772.80 	 917.70 	 1,062.60 	 1,449.00 
677	PYRANTEL TABLET - 125MG (COMBANTRIN)	Tab/125mg	 108.78 	 124.32 	 147.63 	 170.94 	 233.10 
678	PYRAZINAMIDE TABLET - 500MG	Tab/500mg	 44.10 	 50.40 	 59.85 	 69.30 	 94.50 
679	PYRIMETHAMINE TABLET - 25MG (METHAPRIN)	Tab/25mg	 29.40 	 33.60 	 39.90 	 46.20 	 63.00 
680	PYRITINOLHU  SYRUP - [ENCEPHABOL]	Blt/200ml	 14,700.00 	 16,800.00 	 19,950.00 	 23,100.00 	 31,500.00 
681	QUINIMAX INJECTION - 500MG	Tab/500mg	 617.40 	 705.60 	 837.90 	 970.20 	 1,323.00 
682	QUINIMAX TABLET - 500MG	Tab/500mg	 194.04 	 221.76 	 263.34 	 304.92 	 415.80 
683	QUININE HYDROCHLORIDE INJECTION - 600MG	Vial/mg	 229.32 	 262.08 	 311.22 	 360.36 	 491.40 
684	QUININE HYDROCHLORIDE SOLUTION - (LIQUID QUINNE)	Blt/200ml	 558.60 	 638.40 	 758.10 	 877.80 	 1,197.00 
685	QUININE SULPHATE TABLET - 300MG	Tab/300mg	 117.60 	 134.40 	 159.60 	 184.80 	 252.00 
686	RABEPRAZOLE INJECTION	amp/1	 2,058.00 	 2,352.00 	 2,793.00 	 3,234.00 	 4,410.00 
687	RABEPRAZOLE SODIUM TABLET- 20MG(PARIET)	TAB/20Mg 	 261.66 	 299.04 	 355.11 	 411.18 	 560.70 
688	RAMIPRIL + HYDROCHLORTHIAZIDE TABLET - (THIAPRIAL)	Tab/1	 129.36 	 147.84 	 175.56 	 203.28 	 277.20 
689	RAMIPRIL TABLET - 10MG	Tab/10mg	 126.42 	 144.48 	 171.57 	 198.66 	 270.90 
690	RAMIPRIL TABLET - 5MG	Tab/5mg	 108.78 	 124.32 	 147.63 	 170.94 	 233.10 
691	RANITIDINE INJECTION - 50MG/2ML (ZANTAC)	Vial/50mg	 793.80 	 907.20 	 1,077.30 	 1,247.40 	 1,701.00 
692	RANITIDINE SYRUP - (ZANTAC)	Blt/200ml	 1,087.80 	 1,243.20 	 1,476.30 	 1,709.40 	 2,331.00 
693	RANITIDINE TABLET - 150MG	Tab/150mg	 29.40 	 33.60 	 39.90 	 46.20 	 63.00 
694	RANITIDINE TABLET - 150MG (ZANTAC)	Tab/150mg	 70.56 	 80.64 	 95.76 	 110.88 	 151.20 
695	RANITIDINE TABLET - 300MG (ZANTAC)	Tab/300mg	 117.60 	 134.40 	 159.60 	 184.80 	 252.00 
696	RANOLAZINE - 500MG	Tab/500mg	 352.80 	 403.20 	 478.80 	 554.40 	 756.00 
697	RECONSTITION OF SOLUTE	Per Blt	 441.00 	 504.00 	 598.50 	 693.00 	 945.00 
698	RENERVE CAPSULE	Tab/1	 117.60 	 134.40 	 159.60 	 184.80 	 252.00 
699	RETROVIRAL TABLET - NEVILAST (LAM.+ STAV.+ NEVIRAPINE)	Tab/16g	 158.76 	 181.44 	 215.46 	 249.48 	 340.20 
700	RHOGAN INJECTION	Vial/250ug	 88,200.00 	 100,800.00 	 119,700.00 	 138,600.00 	 189,000.00 
701	RIBAVIRIN INJECTION	Vial/1	 2,058.00 	 2,352.00 	 2,793.00 	 3,234.00 	 4,410.00 
702	RIFAMPICIN CAPSULE - 300MG 	Cap/300mg	 97.02 	 110.88 	 131.67 	 152.46 	 207.90 
703	RINGER LACTATE SOLUTION - 500ML (PLUS INFUSION SET)	Tube/59ml	 1,146.60 	 1,310.40 	 1,556.10 	 1,801.80 	 2,457.00 
704	RISPERDAL TABLET	Tab/2mg	 441.00 	 504.00 	 598.50 	 693.00 	 945.00 
705	RIVAROXABAN TABLET -  20mg(XARELTO)	Tab/20mg	 2,234.40 	 2,553.60 	 3,032.40 	 3,511.20 	 4,788.00 
706	ROSIGLITAZONE TABLET - 4MG (AVANDA)	Tab/4mg	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
707	ROSIGLITAZONE TABLET - 8MG (AVANDA)	Tab/8mg	 364.56 	 416.64 	 494.76 	 572.88 	 781.20 
708	ROSUVASTATIN TABLET - 10MG	Tab/10mg	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
709	ROSUVASTATIN TABLET - 10MG(ROLIP)	Vial/1	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
710	ROSUVASTATIN TABLET -10MG(CRESTOR)	Tab/10mg	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
711	ROTAVIRUS VACCINE - (ROTARIX)	Dose/1	 10,290.00 	 11,760.00 	 13,965.00 	 16,170.00 	 22,050.00 
712	SACCHAROMYCES TABLET - 250MG(FLORA NORM)	Tab/250mg	 705.60 	 806.40 	 957.60 	 1,108.80 	 1,512.00 
713	SALBUTAMOL 2MG + THEOPHYLINE  120MG TABLET -(FAREMOL)	Tab/142mg	 35.28 	 40.32 	 47.88 	 55.44 	 75.60 
714	SALBUTAMOL INJECTION	Vial/1	 499.80 	 571.20 	 678.30 	 785.40 	 1,071.00 
715	SALBUTAMOL NEBULES - 2.5MG (VENTOLIN  NEBULES)	Nebule/2.5mg	 588.00 	 672.00 	 798.00 	 924.00 	 1,260.00 
716	SALBUTAMOL NEBULES - 5MG (VENTOLIN  NEBULES)	Nebule/5mg	 882.00 	 1,008.00 	 1,197.00 	 1,386.00 	 1,890.00 
717	SALBUTAMOL SULPHATE INHALER - (VENTOLIN)	SET/1	 4,704.00 	 5,376.00 	 6,384.00 	 7,392.00 	 10,080.00 
718	SALBUTAMOL SYRUP - 2MG/5ML (VENTOLIN)	Blt/100ml	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
719	SALBUTAMOL TABLET - 2MG (VENTOLIN)	Tab/2mg	 20.58 	 23.52 	 27.93 	 32.34 	 44.10 
720	SALBUTAMOL TABLET - 4MG (VENTOLIN)	Tab/4mg	 58.80 	 67.20 	 79.80 	 92.40 	 126.00 
721	SALCUBITRIL-24.3 + VALSARTAN-25.7  TABLET - 50MG(UPERIO)	Tab/50mg	 1,587.60 	 1,814.40 	 2,154.60 	 2,494.80 	 3,402.00 
722	SALICYACIL + BENZOIC+ SULPHUR CREAM - 20G (MYCODERM)	Tube/20g	 441.00 	 504.00 	 598.50 	 693.00 	 945.00 
723	SALICYLATE SULPUR ACID - 35MG(40%) 	Tube/20g	 2,058.00 	 2,352.00 	 2,793.00 	 3,234.00 	 4,410.00 
724	GENTAMYCIN 80MG INJECTION - 80MG/2ML(GENTALEK)	Vial/80mg	 1,470.00 	 1,680.00 	 1,995.00 	 2,310.00 	 3,150.00 
725	CEFUROXIME  TABLET - 250MG	Tab/250mg	 441.00 	 504.00 	 598.50 	 693.00 	 945.00 
726	NEBIVOLOL TABLET - 5MG	Tab/5mg	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
727	SALMETROL + FLUTICASONE INHALER - (SERETIDE 250)	SET/250mg	 17,640.00 	 20,160.00 	 23,940.00 	 27,720.00 	 37,800.00 
728	SCALP-VEIN - 21G	Pcs	 44.10 	 50.40 	 59.85 	 69.30 	 94.50 
729	SCALP-VEIN - 23G	Pcs	 44.10 	 50.40 	 59.85 	 69.30 	 94.50 
730	SEBA CREAM/LOTION	Blt/1	 4,998.00 	 5,712.00 	 6,783.00 	 7,854.00 	 10,710.00 
731	SECNIDAZOLE CAPSULE - 500MG(FASIGYN)	Pkt/4tab	 735.00 	 840.00 	 997.50 	 1,155.00 	 1,575.00 
732	SETRALINE HYDROCHLORIDE CAPSULE- (50MG) ZOLOFT 	Cap/50mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
733	SHOULDER/ARM SLING	Pcs	 4,998.00 	 5,712.00 	 6,783.00 	 7,854.00 	 10,710.00 
734	SILVER NITRATE CRYSTAL - (AVOCA)PENCIL	Set/1	 4,410.00 	 5,040.00 	 5,985.00 	 6,930.00 	 9,450.00 
735	SILVER SULFADIAZINE CREAM - 250G (DERMAZINE)	Tube/25mg	 5,586.00 	 6,384.00 	 7,581.00 	 8,778.00 	 11,970.00 
736	SILVER SULFADIAZINE CREAM - 50G (DERMAZINE)	Tube/25mg	 7,056.00 	 8,064.00 	 9,576.00 	 11,088.00 	 15,120.00 
737	SILYBON 70MG/140MG	Tab/2	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
738	SIMVASTATIN TABLET - 10MG 	Tab/10mg	 117.60 	 134.40 	 159.60 	 184.80 	 252.00 
739	SIRDALAUD TABLET - 2MG	Tab/2mg	 126.42 	 144.48 	 171.57 	 198.66 	 270.90 
740	SLIDENAFIL CITRATE TABLET - 100MG (VIAGRA)	Tab/10mg	 1,249.50 	 1,428.00 	 1,695.75 	 1,963.50 	 2,677.50 
741	SLIDENAFIL CITRATE TABLET - 50MG (VIAGRA )	Tab/50mg	 661.50 	 756.00 	 897.75 	 1,039.50 	 1,417.50 
742	SODIUM BICARBONATE  INJECTION - (NAHLOZ)	Amp/10ml	 735.00 	 840.00 	 997.50 	 1,155.00 	 1,575.00 
743	SODIUM HEPARIN INJECTION - 1000IU	Vial/1	 1,470.00 	 1,680.00 	 1,995.00 	 2,310.00 	 3,150.00 
744	SODIUM VALPROATE CAPSULE - 100MG (EPILIM)	Tab/100mg	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
745	SODIUM VALPROATE CAPSULE - 500MG(EPILIM)	Tab/500mg	 470.40 	 537.60 	 638.40 	 739.20 	 1,008.00 
746	SOLIFENACIN TABLET - 5MG	Tab	 411.60 	 470.40 	 558.60 	 646.80 	 882.00 
747	SPERSALLERG EYE DROP	Tube/10ml	 3,780.00 	 4,320.00 	 5,130.00 	 5,940.00 	 6,750.00 
748	SPIRAMYCINE EYE DROP - (ROVAMYCINE )	Tube/10ml	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
749	SPIRINOLACTINE TABLET - 25MG (ALDACTONE)	Tab/25mg	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
750	STREPSIL LOZENGES TABLET - (STREPSIL LOZENGELS)	Tab/1	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
751	SULFADOXINE + PYRIMETHAMINE  INJECTION - (FANSIDAR)	Vial/1	 735.00 	 840.00 	 997.50 	 1,155.00 	 1,575.00 
752	SULFADOXINE + PYRIMETHAMINE SUSP-525MG/5ML(MALDOX)	Blt/10ml	 470.40 	 537.60 	 638.40 	 739.20 	 1,008.00 
753	SULFADOXINE + PYRIMETHAMINE SUSPENSION -525MG/5ML(FANSIDAR)	Blt/10ml	 441.00 	 504.00 	 598.50 	 693.00 	 945.00 
754	SULFADOXINE + PYRIMETHAMINE TABLET -525MG	Tab/525mg	 58.80 	 67.20 	 79.80 	 92.40 	 126.00 
755	SULFADOXINE/PYRIMETHAMINE SUSP- 525MG/5ML(FANSIDAR)	525MG/5ML	 617.40 	 705.60 	 837.90 	 970.20 	 1,323.00 
756	SULFADOXINE/PYRIMETHAMINE TAB- 525MG(FANSIDAR)	Tab/525mg	 220.50 	 252.00 	 299.25 	 346.50 	 472.50 
757	SULPHADIMIDINE TABLET - 500MG	Tab/50mg	 23.52 	 26.88 	 31.92 	 36.96 	 50.40 
758	SULPHUR OINTMENT - 30G (AQUASULF)	Tube/30g	 205.80 	 235.20 	 279.30 	 323.40 	 441.00 
759	SULTBACTAM TABLET - 375MG (UNASYN)	Pkt/10tabs	 2,352.00 	 2,688.00 	 3,192.00 	 3,696.00 	 5,040.00 
760	SYRINGES - 10ML	PCS	 88.20 	 100.80 	 119.70 	 138.60 	 189.00 
761	SYRINGES - 20ML	PCS	 88.20 	 100.80 	 119.70 	 138.60 	 189.00 
762	SYRINGES - 2ML	PCS	 44.10 	 50.40 	 59.85 	 69.30 	 94.50 
763	SYRINGES - 5ML	PCS	 44.10 	 50.40 	 59.85 	 69.30 	 94.50 
764	SYRINGES - INSULIN	Pcs	 102.90 	 117.60 	 139.65 	 161.70 	 220.50 
765	TADANAFIL TABLET - 20MG	Tab/20mg	 4,410.00 	 5,040.00 	 5,985.00 	 6,930.00 	 9,450.00 
766	TAMOXIFEN TABLET - 20MG	Tab/20mg	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
767	TAMSULOSIN TABLET - 0.4MG (CONTIFLO OD)	Tab/0.4mg	 352.80 	 403.20 	 478.80 	 554.40 	 756.00 
768	TAMSULOSIN TABLET - 0.4MG(FLOMAXTRAL)	Tab/0.4mg	 264.60 	 302.40 	 359.10 	 415.80 	 567.00 
769	TELMISARTAN + HCT  TABLET - 40/12.5 MG	Tab/52.5mg	 161.70 	 184.80 	 219.45 	 254.10 	 346.50 
770	TELMISARTAN + HYDROCHLOTHIAZIDE TAB-172MG(CO-MICARDIS)	Tab/172mg	 764.40 	 873.60 	 1,037.40 	 1,201.20 	 1,638.00 
771	TELMISARTAN TABLET - 40MG	Tab/40mg	 205.80 	 235.20 	 279.30 	 323.40 	 441.00 
772	TELMISARTAN TABLET - 40MG(MICARDIS)	Tab/40mg	 764.40 	 873.60 	 1,037.40 	 1,201.20 	 1,638.00 
773	TELMISARTAN TABLET - 80MG	Tab/80mg	 205.80 	 235.20 	 279.30 	 323.40 	 441.00 
774	TELMISARTAN-40 + HYDROCHLOTHIAZIDE-12.5 TAB. - 52.5MG(CO-MICARDIS)	Tab/52.5mg	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
775	TELMISARTAN-80 + HYDROCHLOTHIAZIDE-12.5 TAB. - 92.5MG	Tab/92.5mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
776	TELMISARTAN-80 + HYDROCHLOTHIAZIDE-12.5 TAB. - 92.5MG(CO-MICARDIS)	Tab/92.5mg	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
777	TENOFOVIR TABLET - 300MG	Tab/300mg	 588.00 	 672.00 	 798.00 	 924.00 	 1,260.00 
778	TERBINAFIN CREAM - 20G (LAMISIL)	Tube/20g	 3,292.80 	 3,763.20 	 4,468.80 	 5,174.40 	 7,056.00 
779	TERBINAFINE TABLET -- 250MG( LAMISIL )  	Tab/250mg	 852.60 	 974.40 	 1,157.10 	 1,339.80 	 1,827.00 
780	TESTOSTERONE INJECTION - 250MG (SUSTANON)	Vial/250mg	 4,410.00 	 5,040.00 	 5,985.00 	 6,930.00 	 9,450.00 
781	TESTOTERONE CAPSULE (SUSTENON)	Cap/30mg	 99.96 	 114.24 	 135.66 	 157.08 	 214.20 
782	TETANUS TOXOIDE INJECTION - (TETANUS TOXIDE)	dose/1	 882.00 	 1,008.00 	 1,197.00 	 1,386.00 	 1,890.00 
783	TETRACYCLINE CAPSULE - 250MG	Cap/250mg	 11.76 	 13.44 	 15.96 	 18.48 	 25.20 
784	TETRACYCLINE CAPSULE - 250MG (LIFLIN)	Cap/250mg	 44.10 	 50.40 	 59.85 	 69.30 	 94.50 
785	THALAZONE TABLET - 500MG	Tab/500mg	 102.90 	 117.60 	 139.65 	 161.70 	 220.50 
786	TIMOLOL EYE DROP - 0.5% (TIMOLOL)	Tube/10ml	 1,870.00 	 2,420.00 	 2,970.00 	 3,410.00 	 3,850.00 
787	TINIDAZOLE INFUSION	Tube/1	 1,764.00 	 2,016.00 	 2,394.00 	 2,772.00 	 3,780.00 
788	TINIDAZOLE TABLET - 500MG (AMTIBA)	Tab/500mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
789	TINIDAZOLE TABLET - 500MG (FLAZENTYL)	Tab/500mg	 852.60 	 974.40 	 1,157.10 	 1,339.80 	 1,827.00 
790	TIOCONAZOLE   VAGINAL PESSARY - GYNO-TROSYD	Pkt/3pesssaries	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
791	TIOCONAZOLE CREAM - (TROSYD)	Tube/20g	 3,528.00 	 4,032.00 	 4,788.00 	 5,544.00 	 7,560.00 
