Leadway Provider Network		
Proceedure Code	Proceedure Name	Amount
65650007	ELECTROENCEPHALOGRAM  EEG	₦15,000.00
65650007	ELECTROENCEPHALOGRAM  EEG	₦15,000.00
65650007	ELECTROENCEPHALOGRAM  EEG	₦15,000.00
72720001	X RAY  CLAVICLES SINGLE VIEW	₦3,000.00
72720002	X RAY  FEET AP LAT	₦4,500.00
72720003	X RAY  FEET AP LAT OBL	₦5,000.00
72720004	X RAY  FEET AP OBL	₦4,500.00
72720005	X RAY HAND	₦4,500.00
72720006	X RAY  HUMERUS AP LAT	₦4,500.00
72720007	X RAY PARANASAL SINUSES WATERS CALDWELL LAT	₦4,500.00
72720008	X RAY  PARANASAL SINUSES   WATERS VIEW	₦3,000.00
72720009	X RAY  PARANASAL SINUSES AP WATERS LAT	₦4,500.00
72720010	X RAY  PARANASAL SINUSES LAT	₦3,000.00
72720011	X RAY  PARANASAL SINUSES  SINGLE VIEW	₦3,000.00
72720012	X RAY  PATELLA	₦3,000.00
72720013	X RAY  PELVIS	₦3,000.00
72720014	X RAY  PELVIS WITH BOTH HIP JOINTS SINGLE VIEW	₦4,500.00
72720015	X RAY  PNS WATERS AND CALDWELL	₦4,500.00
72720016	X RAY  POST NASAL SPACE	₦3,000.00
72720017	X RAY  WRIST JOINT AP LAT	₦4,500.00
72720018	X RAY ABDOMEN DECUBITUS	₦4,500.00
72720019	X RAY ABDOMEN ERECT	₦3,000.00
72720020	X RAY ABDOMEN SUPINE	₦3,000.00
72720021	X RAY ACROMIO CLAVICULAR JOINT	₦3,000.00
72720022	X RAY ADENOIDS	₦3,000.00
72720023	X RAY BOTH ANKLE JOINTS AP LAT OBLIQUE	₦4,500.00
72720024	X RAY BARIUM MEAL STOMACH AND DUODENUM	₦15,000.00
72720025	X RAY CALCANEUS AP LAT	₦4,500.00
72720026	X RAY CALCANEUS AXIAL SINGLE VIEW	₦3,000.00
72720027	X RAY CALCANEUS SINGLE VIEW	₦3,000.00
72720028	X RAY CERVICAL SPINE AP LAT FLEXION EXTENSION	₦5,000.00
72720029	X RAY CERVICAL SPINE OPEN MOUTH VIEW	₦3,000.00
72720030	X RAY CERVICAL SPINE SWIMMERS VIEW	₦3,000.00
72720031	X RAY CERVICO DORSAL AP LAT	₦5,000.00
72720032	X RAY CHEST AP SUPINE VIEW	₦3,000.00
72720034	X RAY CHEST LEFT DECUBITUS	₦3,000.00
72720035	X RAY CHEST LORDOTIC VIEW	₦3,000.00
72720036	X RAY CHEST RIGHT DECUBITUS	₦3,000.00
72720037	X RAY CLAVICLE MULTIPLE VIEWS	₦3,000.00
72720038	X RAY COCCYX AP LAT	₦4,500.00
72720039	X RAY DORSAL SPINE AP LAT	₦4,500.00
72720040	X RAY DORSO LUMBAR SPINE AP LAT	₦4,500.00
72720041	X RAY ELBOW JOINTS AP LAT	₦4,500.00
72720042	X RAY FINGER AP LAT	₦3,000.00
72720043	X RAY FOOT AP LAT	₦4,500.00
72720044	X RAY FOOT BOTH AP OBL	₦4,500.00
72720045	X RAY FOOT DORSOPLANTAR VIEW	₦3,000.00
72720046	X RAY HAND AP LAT OBL	₦4,000.00
72720047	X RAY HAND WITH WRIST AP  FOR BONE AGE	₦3,000.00
72720048	X RAY HEEL	₦3,000.00
72720049	X RAY HIP AP LAT	₦4,500.00
72720050B	X RAY HIP JOINTS FROG VIEW	₦3,000.00
72720051	X RAY INTRAVENOUS CHOLANGIOGRAM	₦15,000.00
72720052	X RAY KNEES AP LAT STANDING	₦4,500.00
72720052	X RAY KNEES AP LAT STANDING	₦4,500.00
72720053	X RAY KUB  KIDNEYS  URETERS  BLADDER	₦3,000.00
72720054	X RAY LEG  AP LAT	₦4,500.00
72720054	X RAY LEG  AP LAT	₦4,500.00
72720055	X RAY OMV 15 DEGREE	₦3,000.00
72720056	X RAY OMV 30 DEGREE	₦3,000.00
72720057	X RAY PATELLA SKYLINE VIEW	₦4,500.00
72720058	X RAY PELVIMETRY	₦3,000.00
72720059	X RAY RETROGRADE PYELOGRAPHY	₦3,000.00
72720060	X RAY SACROILIAC JOINT AP VIEW	₦3,000.00
72720061	X RAY SACROILIAC JOINT LEFT OBLIQUE	₦3,000.00
72720062	X RAY SACROILIAC JOINT PRONE	₦3,000.00
72720063	X RAY SACROILIAC JOINT RIGHT OBLIQUE	₦3,000.00
72720064	X RAY SACRUM AND COCCYX AP LAT	₦4,500.00
72720065	X RAY SCOLIOSIS LEFT BENDING	₦3,000.00
72720066	X RAY SCOLIOSIS RIGHT BENDING	₦3,000.00
72720067	X RAY SCOLIOSIS SERIES   WHOLE SPINE	₦11,000.00
72720067	X RAY SCOLIOSIS SERIES   WHOLE SPINE	₦11,000.00
72720068	X RAY SECOND OPINION	₦3,000.00
72720069	X RAY SHOULDER AP LAT	₦4,500.00
72720070	X RAY SHOULDER JOINT EXTERNAL ROTATION VIEW	₦3,000.00
72720071	X RAY SKELETAL SURVEY	₦24,200.00
72720072	X RAY SKULL  MASTOID	₦4,500.00
72720073	X RAY SKULL AP LAT	₦4,500.00
72720074	X RAY SKULL AT PITUTARY FOSSA	₦4,500.00
72720075	X RAY SKULL BASE	₦3,000.00
72720076	X RAY SKULL BOTH MANDIBLE OBL	₦4,500.00
72720077	X RAY SKULL BOTH MASTOIDS	₦4,500.00
72720078	X RAY SKULL BOTH TEMPOROMANDIBULAR JOINTS	₦4,500.00
72720079	X RAY SKULL LEFT MANDIBLE OBL	₦3,000.00
72720080	X RAY SKULL LEFT TM JOINT	₦4,500.00
72720080B	X RAY SKULL RIGHT MANDIBLE OBL	₦3,000.00
72720081	X RAY SKULL MANDIBLE PA	₦3,000.00
72720082	X RAY SKULL ORBITS	₦4,500.00
72720083	X RAY SKULL PITUITARY FOSSA	₦4,500.00
72720085	X RAY SKULL TOWNE VIEW	₦3,000.00
72720086	X RAY SOFT TISSUE AP LAT	₦4,500.00
72720087	X RAY STERNOCLAVICULAR JOINT	₦3,000.00
72720088	X RAY STYLOID PROCESS	₦3,000.00
72720089	X RAY TEMPORO MANDIBULAR JOINT LT  CLOSED	₦4,500.00
72720090	X RAY TEMPORO MANDIBULAR JOINT LT  OPEN	₦4,500.00
72720091	X RAY TEMPORO MANDIBULAR JOINT RT  CLOSED	₦4,500.00
72720092	X RAY TEMPORO MANDIBULAR JOINT RT  OPEN	₦4,500.00
72720093	X RAY THORACIC INLET	₦4,500.00
72720094	X RAY THORACIC INLET AP	₦3,000.00
72720095	X RAY THORACIC INLET VALSALVA	₦3,000.00
72720096	X RAY THORACIC SPINE AP LAT	₦4,500.00
72720097	X RAY THORACOLUMBAR AP	₦4,500.00
72720098	X RAY THORACOLUMBAR LAT	₦4,500.00
72720099	X RAY THORACOLUMBAR SPINE LEFT OBLIQUE VIEW	₦3,000.00
72720100	X RAY THORACOLUMBAR SPINE RIGHT OBLIQUE VIEW	₦3,000.00
72720101	X RAY TIBIA   FIBULA OBIQUE VIEW	₦3,000.00
72720102	XRAY  ELBOW  SINGLE VIEW	₦3,000.00
72720103	XRAY ABDOMEN  KUB	₦3,000.00
72720104	XRAY ABDOMEN ERECT SUPINE	₦4,500.00
72720105	XRAY ABDOMEN SUPINE LAT	₦4,500.00
72720106	XRAY ANKLE	₦3,000.00
72720107	XRAY BABYGRAM	₦3,000.00
72720108	XRAY BARIUM ENEMA	₦14,000.00
72720108	XRAY BARIUM ENEMA	₦14,000.00
72720108	XRAY BARIUM ENEMA	₦14,000.00
72720109	XRAY BARIUM MEAL	₦12,800.00
72720109	XRAY BARIUM MEAL	₦12,800.00
72720110	XRAY BARIUM MEAL FOLLOW	₦14,000.00
72720111	XRAY BARIUM SWALLOW	₦12,000.00
72720111	XRAY BARIUM SWALLOW	₦12,000.00
72720112	XRAY CERVICAL SPINE  SINGLE VIEW	₦3,000.00
72720113	XRAY CHEST  SINGLE VIEW	₦3,000.00
72720113	XRAY CHEST  SINGLE VIEW	₦3,000.00
72720113	XRAY CHEST  SINGLE VIEW	₦3,000.00
72720114	XRAY FEMUR OR THIGH AP  LAT PER LIMB	₦4,500.00
72720114	XRAY FEMUR OR THIGH AP  LAT PER LIMB	₦4,500.00
72720115	XRAY FISTULOGRAM	₦13,000.00
72720115	XRAY FISTULOGRAM	₦13,000.00
72720116	XRAY FOOT  SINGLE VIEW	₦3,000.00
72720117	XRAY FOREARM  SINGLE VIEW	₦3,000.00
72720118	XRAY HAND  SINGLE VIEW	₦3,000.00
72720119	XRAY HIP    SINGLE VIEW	₦3,000.00
72720120	XRAY HSG	₦25,000.00
72720120	XRAY HSG	₦25,000.00
72720121	XRAY HUMERUS  SINGLE VIEW	₦3,000.00
72720122	XRAY IVU	₦15,000.00
72720122	XRAY IVU	₦15,000.00
72720123	XRAY KNEE  BOTH  AP LAT	₦5,000.00
72720124	XRAY KNEE  SINGLE VIEW	₦3,000.00
72720125	XRAY KUB SCAN	₦3,000.00
72720126	XRAY LEG  SINGLE VIEW	₦3,000.00
72720126	XRAY LEG  SINGLE VIEW	₦3,000.00
72720127	XRAY LOWER LIMB DOPPLER	₦15,000.00
72720127	XRAY LOWER LIMB DOPPLER	₦15,000.00
72720128	XRAY LUMBAR SPINE  SINGLE VIEW	₦4,000.00
72720129	XRAY LUMBOSACRAL SPINE  SINGLE VIEW	₦4,000.00
72720130	XRAY MAMMOGRAPHY  2 BREASTS	₦15,000.00
72720130	XRAY MAMMOGRAPHY  2 BREASTS	₦15,000.00
72720130	XRAY MAMMOGRAPHY  2 BREASTS	₦15,000.00
72720130	XRAY MAMMOGRAPHY  2 BREASTS	₦15,000.00
72720131	XRAY MANDIBLE AP LAT	₦4,500.00
72720132	XRAY PELVIS  SINGLE VIEW	₦3,000.00
72720133	XRAY POST NATAL	₦3,000.00
72720134	RETROGRADE CYSTOURETHROGRAM	₦19,200.00
72720134	RETROGRADE CYSTOURETHROGRAM	₦19,200.00
72720134	RETROGRADE CYSTOURETHROGRAM	₦19,200.00
72720135	XRAY SHOULDER  SINGLE VIEW	₦3,000.00
72720136	XRAY SINUSES  SINGLE VIEW	₦3,000.00
72720137	XRAY SKULL  SINGLE VIEW	₦3,000.00
72720138	XRAY TEMPOROMANDIBULAR JOINT TMJ	₦3,000.00
72720139	XRAY THORACIC SPINE  SINGLE VIEW	₦3,000.00
72720140	XRAY THUMB AP LAT	₦3,000.00
72720141	XRAY WRIST  SINGLE VIEW	₦3,000.00
72720218	X RAY CHEST AP LAT	₦5,000.00
73730001	USS ABDOMINAL SCAN	₦5,000.00
73730001	USS ABDOMINAL SCAN	₦5,000.00
73730001	USS ABDOMINAL SCAN	₦5,000.00
73730001	USS ABDOMINAL SCAN	₦5,000.00
73730001	USS ABDOMINAL SCAN	₦5,000.00
73730001	USS ABDOMINAL SCAN	₦5,000.00
73730002	USS ABDOMEN WITH DOPPLER FLOW	₦8,000.00
73730002	USS ABDOMEN WITH DOPPLER FLOW	₦8,000.00
73730003	USS ABDOMINO PELVIC	₦7,000.00
73730003	USS ABDOMINO PELVIC	₦7,000.00
73730003	USS ABDOMINO PELVIC	₦7,000.00
73730003	USS ABDOMINO PELVIC	₦7,000.00
73730003	USS ABDOMINO PELVIC	₦7,000.00
73730004	USS ADRENAL SCAN	₦3,500.00
73730005	USS BREAST  SCAN UNILATERAL	₦2,500.00
73730005	USS BREAST  SCAN UNILATERAL	₦2,500.00
73730005C	USS  BREAST SCAN BILATERAL	₦5,000.00
73730005C	USS  BREAST SCAN BILATERAL	₦5,000.00
73730005C	USS  BREAST SCAN BILATERAL	₦5,000.00
73730006	USS CHEST	₦3,500.00
73730006	USS CHEST	₦3,500.00
73730007	USS DOPPLER SCANNING PER LIMB	₦16,000.00
73730007	USS DOPPLER SCANNING PER LIMB	₦16,000.00
73730008	USS FOLLICULAR ABD	₦5,000.00
73730009	USS FOLLICULAR TVS	₦7,680.00
73730009	USS FOLLICULAR TVS	₦7,680.00
73730010	USS GALL BLADDER SCANNING	₦3,500.00
73730011	USS AXILLARY	₦4,608.00
73730012	XRAY MICTURATING CYSTO URETHROGRAM	₦11,000.00
73730013	USS OBS SCAN FOR BIOPHYSICAL PROFILE	₦10,000.00
73730014	USS OBS SCAN FOR FETAL ANOMALY	₦10,000.00
73730014	USS OBS SCAN FOR FETAL ANOMALY	₦10,000.00
73730015	USS OBSTETRIC SCAN	₦3,500.00
73730015	USS OBSTETRIC SCAN	₦3,500.00
73730015	USS OBSTETRIC SCAN	₦3,500.00
73730015	USS OBSTETRIC SCAN	₦3,500.00
73730016	USS OBSTETRICS SCAN  3D	₦5,120.00
73730017	USS OBSTETRICS SCAN  3D 4D  WITH PICS	₦6,400.00
73730018	USS OBSTETRICS SCAN   PICTURE	₦2,560.00
73730019	USS OCCULAR SCAN	₦3,000.00
73730020	USS PELVIC SCAN	₦3,500.00
73730020	USS PELVIC SCAN	₦3,500.00
73730021	USS PELVIC SCAN WT DOPPLER FLOW	₦5,120.00
73730021	USS PELVIC SCAN WT DOPPLER FLOW	₦5,120.00
73730022	USS PLEURAL SCAN	₦3,000.00
73730023	USS PROSTATE SCAN  TRANS RECTAL	₦5,000.00
73730024	USS PROSTATE SCAN TRANS ABDOMINAL	₦5,000.00
73730025	USS RENAL SCAN	₦3,000.00
73730026	USS SCROTAL SCAN	₦3,500.00
73730027	USS SOFT TISSUE NECK	₦3,500.00
73730028	USS SONOHYSTEROGRAPHY	₦4,000.00
73730028	USS SONOHYSTEROGRAPHY	₦4,000.00
73730029	SOFT TISSUE SCAN	₦3,500.00
73730030	USS THYROID SCAN	₦3,500.00
73730031	USS TRANSFRONTENELLE SCAN	₦5,500.00
73730032	USS TRANSVAGINAL SCAN	₦7,500.00
73730032	USS TRANSVAGINAL SCAN	₦7,500.00
73730033	USS GUIDED ASPIRATION	₦11,800.00
73730033	USS GUIDED ASPIRATION	₦11,800.00
75750001	HAEMODIALYSIS	₦30,000.00
75750001	HAEMODIALYSIS	₦30,000.00
75750001	HAEMODIALYSIS	₦30,000.00
8080998	10 PERCENT DEXTROSE SALINE	₦1,200.00
83830030	HAEMOPHILLUS INFLUENZA B VACCINE	₦8,775.00
83830031	INSULIN INJ SOLUBLE 100IU PER ML	₦6,142.50
83830032	SODIUM BICARBONATE  INJ	₦2,106.00
90901990	MENINGITIS VACCINE NEW	₦14,040.00
90901990	MENINGITIS VACCINE NEW	₦14,040.00
90901990	MENINGITIS VACCINE NEW	₦14,040.00
90904949	CEFUROXIME  SYRUP	₦1,800.00
91910002	GP REVIEW CONSULTATION	₦1,500.00
91910011	GP CONSULTATION	₦2,500.00
91910024B	FLUVASTATIN 20MG TAB	₦263.25
91910024B	FLUVASTATIN 20MG TAB	₦263.25
91910089	FLUCODAY TABS	₦87.75
9191077	HIP OPEN BIOPSY	₦141,200.00
92920001	SPECIALIST CONSULTATION  OTHERS	₦15,000.00
92920001	SPECIALIST CONSULTATION  OTHERS	₦15,000.00
92920001	SPECIALIST CONSULTATION  OTHERS	₦15,000.00
92920002	SPECIALIST REVIEW CONSULTATION  OTHERS	₦7,500.00
92920003	CARDIOLOGIST CONSULTATION	₦20,000.00
92920004	CARDIOLOGIST REVIEW CONSULTATION	₦15,000.00
92920005	CARDIOTHORACIC SURGEON CONSULTATION	₦40,000.00
92920006	CARDIOTHORACIC SURGEON REVIEW CONSULTATION	₦30,000.00
92920007	DIETICIAN CONSULTATION	₦10,000.00
92920007	DIETICIAN CONSULTATION	₦10,000.00
92920009	ENDOCRINOLOGIST CONSULTATION	₦30,000.00
92920009	ENDOCRINOLOGIST CONSULTATION	₦30,000.00
92920010	ENDOCRINOLOGIST REVIEW CONSULTATION	₦25,000.00
92920011	ENT  EAR  NOSE   THROAT  CONSULTATION	₦15,000.00
92920012	ENT  EAR  NOSE   THROAT  REVIEW CONSULTATION	₦10,000.00
92920013	GASTROENTEROLOGIST CONSULTATION	₦30,000.00
92920014	GASTROENTEROLOGIST REVIEW CONSULTATION	₦25,000.00
92920015	GENERAL SURGEON CONSULTATION	₦20,000.00
92920015	GENERAL SURGEON CONSULTATION	₦20,000.00
92920016	GENERAL SURGEON REVIEW CONSULTATION	₦15,000.00
92920017	HAEMATOLOGIST CONSULTATION	₦25,000.00
92920018	HAEMATOLOGIST REVIEW CONSULTATION	₦15,000.00
92920023	NEUROLOGIST CONSULTATION	₦40,000.00
92920024	NEUROLOGIST REVIEW CONSULTATION	₦25,000.00
92920025	NEUROSURGEON CONSULTATION	₦40,000.00
92920026	NEUROSURGEON REVIEW CONSULTATION	₦30,000.00
92920027	OBSTETRICS and GYNAECOLOGIST CONSULTATION	₦12,500.00
92920027	OBSTETRICS and GYNAECOLOGIST CONSULTATION	₦12,500.00
92920028	OBSTETRICS and GYNAECOLOGIST REVIEW CONSULTATION	₦7,500.00
92920028	OBSTETRICS and GYNAECOLOGIST REVIEW CONSULTATION	₦7,500.00
92920033	ORTHOPAEDIC SURGEON CONSULTATION	₦20,000.00
92920033	ORTHOPAEDIC SURGEON CONSULTATION	₦20,000.00
92920034	ORTHOPAEDIC SURGEON REVIEW CONSULTATION	₦15,000.00
92920035	PAEDIATRIC CONSULTATION	₦12,500.00
92920035	PAEDIATRIC CONSULTATION	₦12,500.00
92920035	PAEDIATRIC CONSULTATION	₦12,500.00
92920036	PAEDIATRIC CONSULTATION REVIEW	₦7,500.00
92920039	PAEDIATRIC SURGEON CONSULTATION	₦25,000.00
92920039	PAEDIATRIC SURGEON CONSULTATION	₦25,000.00
92920040	PAEDIATRIC SURGEON REVIEW CONSULTATION	₦15,000.00
92920041	PHYSICIAN  INTERNAL MED  CONSULTATION	₦12,500.00
92920042	PHYSICIAN  INTERNAL MED  REVIEW CONSULTATION	₦7,500.00
92920045	RHEUMATOLOGIST CONSULTATION	₦30,000.00
92920045	RHEUMATOLOGIST CONSULTATION	₦30,000.00
92920046	RHEUMATOLOGIST REVIEW CONSULTATION	₦25,000.00
92920047	UROLOGIST CONSULTATION	₦25,000.00
92920047	UROLOGIST CONSULTATION	₦25,000.00
92920048	UROLOGIST REVIEW CONSULTATION	₦20,000.00
92920048	UROLOGIST REVIEW CONSULTATION	₦20,000.00
92920059	DERMATOLOGIST CONSULT	₦15,000.00
92920060	Dermatologist Consult followup	₦10,000.00
92920083	ARTHEMETER INJ 160MG	₦1,755.00
92920090	NEUROVIT FORTE	₦87.75
93930001	NURSING FEE	₦1,500.00
93930001A	DAY AND NIGHT NURSE	₦298.35
93930021	POLYENZYMATIC DIGESTANT GESTOM	₦1,404.00
93930048	CARBOCISTEINE 2PERCENT SYRUP	₦2,193.75
93930048B	CARBOCISTEINE 5PERCENT SYRUP	₦2,193.75
94940001	PHYSIOTHERAPY PER SESSION	₦4,000.00
94940001	PHYSIOTHERAPY PER SESSION	₦4,000.00
94940012	DUCOLAX TAB	₦87.75
97970007	CERVICAL COLLAR HARD LARGE	₦9,652.50
97970008	CERVICAL COLLAR HARD MEDIUM	₦9,652.50
97970009	CERVICAL COLLAR HARD SMALL	₦9,652.50
97970010	CERVICAL COLLAR SOFT	₦9,652.50
97970011	CERVICAL COLLAR SOFT LARGE	₦9,652.50
97970012	CERVICAL COLLAR SOFT MEDIUM	₦9,652.50
97970012O	HYOCINE BUTYLBROMIDE 10MG INJ	₦438.75
97970013	CERVICAL COLLAR SOFT SMALL	₦9,652.50
97970014	KNEE BRACE	₦10,530.00
97970015	KNEE SUPPORT LARGE	₦10,530.00
97970016	KNEE SUPPORT WITH METAL	₦11,407.50
97970017	KNEE SUPPORT WITHOUT METAL	₦12,285.00
97970021	THROMBOEMBOLIC DISEASE STOCKING	₦11,934.00
97970022	WRIST BRACE	₦6,142.50
97970047	ACCU CHECK ACTIVE KIT	₦13,162.50
97970047A	ACCU CHECK LANCET	₦8,775.00
97970047B	ACCU CHECK TEST STRIP	₦9,652.50
97970048	ONE TOUCH ULTRA STRIPS	₦4,387.50
97970049	RYLES TUBE	₦1,404.00
97970050	WRIST SPLINT	₦6,142.50
97970050	WRIST SPLINT	₦6,142.50
98980020	INSULIN GLARGINE PREFILLED PEN	₦5,791.50
98980020	INSULIN GLARGINE PREFILLED PEN	₦5,791.50
98980020	INSULIN GLARGINE PREFILLED PEN	₦5,791.50
990011224	EEG REPORTING	₦15,000.00
99001145	CHLORAMPHENICOL CAPS 250MG	₦175.50
A0110001	BONJELA GEL 10G	₦421.20
A0110002	BONJELA GEL  junior	₦3,299.40
A0210001	ANTASIL TAB	₦87.75
A0210003	MIST KAOLIN SUSPENSION	₦210.60
A0210009	GELUSIL TAB	₦49.14
A0210011	GASCOL SUSPENSION	₦1,316.25
A0210013	GESTID TAB	₦386.10
A0210019	CIMETIDINE 200MG INJ	₦263.25
A0210021	CIMETIDINE 400MG TAB	₦45.63
A0210024	RANITIDINE 150MG PER TAB	₦70.20
A0210025	RANITIDINE 300MG PER TAB	₦78.98
A0210027	RANITIDINE INJ 50MG	₦526.50
A0210039	Meprasil	₦78.98
A0210043	OMEPRAZOLE 20MG CAP	₦1,500.00
A0210043	OMEPRAZOLE 20MG CAP	₦1,500.00
A0210053	PARIET 20MG TAB	₦719.55
A0210055	RABEPRAZOLE TAB	₦114.08
A0210057	NEXIUM 20MG TAB	₦526.50
A0210057	NEXIUM 20MG TAB	₦526.50
A0210059	NEXIUM 40MG TAB	₦614.25
A0210059	NEXIUM 40MG TAB	₦614.25
A0210063	ULSAKIT CAPS	₦117.00
A0210065	GESTID SUSPENSION 100ML	₦600.00
A0210067	GESTID SUSPENSION 200ML	₦800.00
A0220001	CIMETIDINE 200MG TAB	₦17.55
A0220003	ESOMEPRAZOLE 20MG CAPS	₦70.20
A0220003	ESOMEPRAZOLE 20MG CAPS	₦70.20
A0220005	LANZOPRAZOLE 30MG TAB	₦154.44
A0220007	GETZOME OMEPRAZOLE 40MG CAPS	₦105.30
A0220008	GETZOME OMEPRAZOLE 20MG CAPS	₦105.30
A0220009	GETZOME OMEPRAZOLE IV 40 MG	₦1,719.90
A0220011	OMEPRAZOLE 40MG INJ	₦800.00
A0220013	OMEPRAZOLE POWDER  GETZOME	₦1,755.00
A0220013	OMEPRAZOLE POWDER  GETZOME	₦1,755.00
A0220015	LOSEC MUPS 20MG	₦122.85
A0220017	PANTOPRAZOLE 20 MG TEVA	₦105.30
A0220019	PANTOPRAZOLE INJ1 VIAL	₦1,228.50
A0220021	INJ RABEPRAZOLE 20MG	₦2,281.50
A0220021	INJ RABEPRAZOLE 20MG	₦2,281.50
A0220023	HISTAC RANITIDINE 150MG TAB	₦87.75
A0220025	HISTAC RANITIDINE 300MG TAB	₦87.75
A0220027	RANITIDINE INJ  2 ML	₦526.50
A0220029	RANITIDINE 150MG TAB ZANTAC PER TAB	₦175.50
A0220031	RANITIDINE 300MG TAB ZANTAC PER TAB	₦175.50
A0220033	DIATEBEN TAB 300 150MG	₦175.50
A0310001	MEBEVERINE 135MG TAB	₦140.40
A0310005	NO SPA TAB 40MG	₦105.30
A0310009	ATROPINE 600MCG INJ	₦526.50
A0310011	BUSCOPAN 10MG TAB	₦157.95
A0310013	BUSCOPAN SYRUP	₦789.75
A0310019	BUSCOPAN 20MG INJ	₦877.50
A0310025	METOCHLOPRAMIDE 10MG TAB	₦52.65
A0310029	MOTILIUM  DOMPERIDONE  10MG TAB	₦193.05
A0310031	Mederax	₦52.65
A0320001	NO SPA INJ 40MG AMP	₦702.00
A0320003A	DROTAVERINE TAB 40MG NOSPA TAB	₦52.65
A0320005	MAXOLON INJECTION 10MG 2ML	₦877.50
A0320007	METOCHLOPRAMIDE 10MG TAB MAXOLON	₦26.33
A0320009	METOCHLOPRAMIDE 5MG INJ	₦351.00
A0320011	DERMATIX CREAM 15G SILICONE GEL	₦35,275.50
A0420001	ONDASENTRON 8MG TAB	₦877.50
A0610005	LACTULOSE SOLUTION 500MLS	₦4,475.25
A0620001	BISACODYL 5MG TAB	₦35.10
A0620003	BISACODYL 5MG TAB DULCOLAX	₦175.50
A0620005	BISACODYL SUPP 10MG	₦175.50
A0620007	BISACODYL SUPP 10MG DULCOLAX	₦175.50
A0620011	DULCOLAX SUPPOSITORIES 10MG	₦175.50
A0620013	NOVOLAX BISACODYL 5MG	₦38.61
A0620015	PICOLAX	₦35.10
A0620016	SODIUM PICOSULFATE MAGNESIUM CITRATE  PICOLAX  POWDER"	₦3,510.00
A0620017	SURELAX BISACODYL 5MG	₦52.65
A0620019	LACTOBER LACTULOSE SYRUP 120ML	₦1,755.00
A0620021	LACTULOSE SOLUTION	₦1,316.25
A0710001	MYCOSTATIN SYRUP	₦2,369.25
A0710005	NYSTATIN ORAL DROPS 30MLS	₦2,193.75
A0710009	THALAZOLE TAB	₦87.75
A0710011	DIASTOP SUSP	₦315.90
A0710015	ORASEL GRANULES ORS SOLUTION	₦526.50
A0710017	LOMOTIL TAB	₦114.08
A0710019	IMODIUM CAP 4MG	₦166.73
A0720001	LACTACYD VAGINAL CREAM	₦4,914.00
A0720003	LACTIC ACID CAPS	₦175.50
A0720005	LINEX LYOPHILIZED LACTIC ACID CAPS	₦175.50
A0720007	LOPERAMIDE 2MG TABS	₦43.88
A0720009	LOPERAMIDE 4MG TAB	₦70.20
A0720011	KENBARTH NYSTATIN ORAL SUSPENSION 30 ML	₦1,368.90
A0720013	MYCOSTATIN SUSP	₦614.25
A0720015	NYASTATIN 100 000IU SUSPENSION	₦2,193.75
A0720017	NYSTATIN PESSARIES	₦438.75
A1010009	ACTRAPID INSULIN 10MLS  100 UNITS ML	₦5,528.25
A1010009	ACTRAPID INSULIN 10MLS  100 UNITS ML	₦5,528.25
A1010023	HUMULIN 70 30 10ML	₦6,581.25
A1010023	HUMULIN 70 30 10ML	₦6,581.25
A1010027	HUMULIN 70 30 100IU ML PENFIL	₦4,387.50
A1010027	HUMULIN 70 30 100IU ML PENFIL	₦4,387.50
A1010029	HUMULIN 70 30 4ML	₦3,861.00
A1010029	HUMULIN 70 30 4ML	₦3,861.00
A1010033	Insuman combo 10ml	₦5,791.50
A1010033	Insuman combo 10ml	₦5,791.50
A1010035	MIXTARD 30   INSULIN  100IU ML	₦5,528.25
A1010035	MIXTARD 30   INSULIN  100IU ML	₦5,528.25
A1010036	MIXTARD 30   INSULIN  40IU ML	₦4,738.50
A1010036	MIXTARD 30   INSULIN  40IU ML	₦4,738.50
A1010043	HUMALOG MIX 25  PENFIL	₦8,424.00
A1010043	HUMALOG MIX 25  PENFIL	₦8,424.00
A1010045	INSULIN LENTE INJ 100IU ML 10MLS	₦6,142.50
A1010045	INSULIN LENTE INJ 100IU ML 10MLS	₦6,142.50
A1010047	INSULIN LENTE INJ 40IU ML 10ML	₦4,914.00
A1010047	INSULIN LENTE INJ 40IU ML 10ML	₦4,914.00
A1010053	GLUCOPHAGE 500MG TAB BY 84	₦70.20
A1010053	GLUCOPHAGE 500MG TAB BY 84	₦70.20
A1010057	GLUCOPHAGE METFORMIN 1000MG TAB	₦149.18
A1010061	GLUCOPHAGE 500MG PER TAB	₦80.36
A1010061	GLUCOPHAGE 500MG PER TAB	₦80.36
A1010063	GLUCOPHAGE 850MG TAB	₦87.75
A1010063	GLUCOPHAGE 850MG TAB	₦87.75
A1010073	DAONIL GLIBENCLAMIDE 5MG TAB	₦38.61
A1010075	GLANIL TABS 5MG	₦15.80
A1010075	GLANIL TABS 5MG	₦15.80
A1010077	CHLORPROPAMIDE 250MG TAB	₦175.50
A1010079	DIABENESE TABS 250MG	₦87.75
A1010079	DIABENESE TABS 250MG	₦87.75
A1010085	DIAMICRON MR 60 MG TAB	₦78.98
A1010085	DIAMICRON MR 60 MG TAB	₦78.98
A1010091	AMARYL GLIMEPIRIDE 2MG TAB	₦154.44
A1010093	GLIMEPIRIDE 4MG TAB AMARYL	₦257.99
A1010097	GLEMAX 3mg  GLIMEPIRIDE	₦140.40
